 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R,RObs
2015- 8-14  0: 0: 0,    18.138,     3.596,     4.434,     4.124,   215.258,     0.821,     0.838,     4.861,     1.009,     1.852,   151.430,   225.000
2015- 8-15  0: 0: 0,     1.775,     2.995,     3.692,     2.360,   213.688,     0.815,     0.809,     4.659,     0.021,     0.104,   179.449,   203.000
2015- 8-16  0: 0: 0,     0.001,     3.187,     3.930,     3.209,   210.479,     0.803,     0.778,     4.338,     0.000,     0.000,   201.285,   211.000
2015- 8-17  0: 0: 0,     0.077,     2.902,     3.578,     2.830,   207.649,     0.792,     0.747,     3.986,     0.000,     0.000,   188.624,   226.000
2015- 8-18  0: 0: 0,    22.448,     1.397,     1.722,     1.669,   223.410,     0.852,     0.935,     5.646,     1.502,     3.466,   187.342,   228.000
2015- 8-19  0: 0: 0,    31.742,     0.798,     0.984,     0.984,   241.374,     0.921,     1.226,    11.386,     2.226,    10.569,   455.580,   227.000
2015- 8-20  0: 0: 0,     0.084,     2.896,     3.571,     3.195,   238.179,     0.909,     1.173,    10.634,     0.000,     0.000,   804.298,   264.000
2015- 8-21  0: 0: 0,     0.056,     3.580,     4.414,     3.963,   234.216,     0.894,     1.120,     9.345,     0.000,     0.000,   913.224,   588.000
2015- 8-22  0: 0: 0,     0.005,     3.704,     4.567,     4.080,   230.136,     0.878,     1.068,     7.850,     0.000,     0.000,   826.705,   738.000
2015- 8-23  0: 0: 0,     0.266,     3.470,     4.278,     3.659,   226.584,     0.864,     1.019,     6.490,     0.004,     0.007,   666.931,   617.000
2015- 8-24  0: 0: 0,     3.481,     2.970,     3.662,     2.755,   226.208,     0.863,     0.991,     5.606,     0.137,     0.367,   528.003,   457.000
2015- 8-25  0: 0: 0,     0.039,     2.904,     3.580,     3.066,   223.143,     0.851,     0.943,     4.766,     0.000,     0.000,   417.006,   344.000
2015- 8-26  0: 0: 0,     0.002,     3.557,     4.385,     3.735,   219.408,     0.837,     0.897,     4.124,     0.000,     0.000,   316.267,   277.000
2015- 8-27  0: 0: 0,     2.640,     3.452,     4.256,     3.269,   217.938,     0.831,     0.867,     3.792,     0.085,     0.217,   262.649,   229.000
2015- 8-28  0: 0: 0,     0.001,     3.336,     4.113,     3.423,   214.515,     0.818,     0.826,     3.433,     0.000,     0.000,   200.430,   187.000
2015- 8-29  0: 0: 0,     0.822,     3.476,     4.285,     3.447,   211.656,     0.808,     0.793,     3.226,     0.032,     0.067,   164.919,   154.000
2015- 8-30  0: 0: 0,     3.329,     3.437,     4.237,     3.463,   210.801,     0.804,     0.783,     3.266,     0.176,     0.393,   140.826,   134.000
2015- 8-31  0: 0: 0,     0.851,     3.236,     3.989,     2.975,   208.266,     0.795,     0.753,     3.132,     0.017,     0.025,   122.461,   127.000
2015- 9- 1  0: 0: 0,     0.024,     2.587,     3.190,     2.518,   205.748,     0.785,     0.723,     3.008,     0.000,     0.000,   107.763,   117.000
2015- 9- 2  0: 0: 0,     0.035,     3.062,     3.775,     2.943,   202.805,     0.774,     0.695,     2.897,     0.000,     0.000,    95.919,    97.400
2015- 9- 3  0: 0: 0,     0.120,     3.430,     4.229,     3.183,   199.622,     0.762,     0.669,     2.788,     0.000,     0.000,    86.941,    80.500
2015- 9- 4  0: 0: 0,    19.971,     1.720,     2.121,     2.112,   214.047,     0.817,     0.832,     3.893,     1.292,     2.134,   127.616,    69.200
2015- 9- 5  0: 0: 0,     0.038,     3.012,     3.714,     2.996,   211.051,     0.805,     0.801,     3.698,     0.000,     0.000,   148.721,    65.600
2015- 9- 6  0: 0: 0,     0.005,     2.402,     2.961,     2.385,   208.666,     0.796,     0.771,     3.424,     0.000,     0.000,   158.814,    69.700
2015- 9- 7  0: 0: 0,     0.007,     2.607,     3.215,     2.560,   206.107,     0.786,     0.742,     3.117,     0.000,     0.000,   147.344,    76.600
2015- 9- 8  0: 0: 0,     0.008,     2.936,     3.619,     2.844,   203.263,     0.775,     0.714,     2.833,     0.000,     0.000,   126.252,    86.500
2015- 9- 9  0: 0: 0,     0.011,     3.152,     3.886,     3.005,   200.257,     0.764,     0.688,     2.595,     0.000,     0.000,   104.585,    94.200
2015- 9-10  0: 0: 0,     0.313,     2.686,     3.312,     2.425,   197.970,     0.755,     0.663,     2.410,     0.004,     0.007,    86.227,    92.200
2015- 9-11  0: 0: 0,     1.781,     0.746,     0.920,     0.758,   198.699,     0.758,     0.651,     2.329,     0.079,     0.117,    75.071,    80.800
2015- 9-12  0: 0: 0,     0.004,     2.255,     2.780,     2.103,   196.596,     0.750,     0.629,     2.208,     0.000,     0.000,    65.028,    69.100
2015- 9-13  0: 0: 0,     0.049,     1.832,     2.259,     1.662,   194.934,     0.744,     0.608,     2.107,     0.000,     0.000,    58.955,    62.900
2015- 9-14  0: 0: 0,     0.029,     2.700,     3.328,     2.455,   192.479,     0.734,     0.589,     2.018,     0.000,     0.000,    53.745,    62.400
2015- 9-15  0: 0: 0,     0.011,     2.478,     3.055,     2.236,   190.243,     0.726,     0.570,     1.936,     0.000,     0.000,    48.540,    63.800
2015- 9-16  0: 0: 0,     0.029,     2.532,     3.121,     2.246,   187.997,     0.717,     0.553,     1.861,     0.000,     0.000,    43.467,    60.200
2015- 9-17  0: 0: 0,     0.239,     1.416,     1.746,     1.145,   186.924,     0.713,     0.538,     1.794,     0.002,     0.002,    38.799,    51.100
2015- 9-18  0: 0: 0,     1.066,     2.216,     2.732,     1.676,   185.784,     0.709,     0.526,     1.749,     0.021,     0.033,    34.754,    70.100
2015- 9-19  0: 0: 0,     0.002,     2.550,     3.144,     2.226,   183.559,     0.700,     0.512,     1.689,     0.000,     0.000,    31.656,   104.000
2015- 9-20  0: 0: 0,     0.015,     2.455,     3.026,     2.111,   181.447,     0.692,     0.500,     1.633,     0.000,     0.000,    30.170,    97.300
2015- 9-21  0: 0: 0,     0.019,     2.132,     2.629,     1.820,   179.627,     0.685,     0.487,     1.578,     0.000,     0.000,    28.153,    75.700
2015- 9-22  0: 0: 0,     5.042,     1.353,     1.668,     1.634,   182.447,     0.696,     0.512,     1.701,     0.245,     0.312,    34.033,    65.600
2015- 9-23  0: 0: 0,     0.001,     2.040,     2.515,     1.748,   180.699,     0.689,     0.499,     1.636,     0.000,     0.000,    37.402,    62.700
2015- 9-24  0: 0: 0,    12.766,     1.031,     1.271,     1.271,   190.287,     0.726,     0.608,     2.176,     0.832,     1.075,    50.963,    61.500
2015- 9-25  0: 0: 0,     0.066,     2.045,     2.521,     1.790,   188.497,     0.719,     0.594,     2.080,     0.000,     0.000,    64.989,    60.100
2015- 9-26  0: 0: 0,     0.625,     2.247,     2.770,     2.009,   187.002,     0.713,     0.585,     1.993,     0.040,     0.066,    73.883,    54.700
2015- 9-27  0: 0: 0,     0.079,     2.225,     2.743,     1.953,   185.106,     0.706,     0.570,     1.851,     0.002,     0.004,    72.689,    51.100
2015- 9-28  0: 0: 0,     0.004,     2.110,     2.601,     1.841,   183.265,     0.699,     0.554,     1.693,     0.000,     0.000,    65.033,    57.700
2015- 9-29  0: 0: 0,     0.337,     1.421,     1.752,     1.109,   182.287,     0.695,     0.540,     1.553,     0.004,     0.007,    56.181,    65.600
2015- 9-30  0: 0: 0,     0.794,     0.494,     0.609,     0.392,   182.476,     0.696,     0.531,     1.462,     0.036,     0.053,    49.664,    59.000
2015-10- 1  0: 0: 0,     0.121,     2.275,     2.805,     1.941,   180.616,     0.689,     0.517,     1.361,     0.003,     0.004,    41.031,    35.400
2015-10- 2  0: 0: 0,     0.015,     2.433,     2.999,     2.058,   178.559,     0.681,     0.504,     1.279,     0.000,     0.000,    33.820,    30.900
2015-10- 3  0: 0: 0,     0.466,     2.243,     2.766,     1.578,   176.984,     0.675,     0.491,     1.212,     0.000,     0.000,    28.352,    43.400
2015-10- 4  0: 0: 0,     1.654,     1.739,     2.144,     1.529,   176.736,     0.674,     0.486,     1.190,     0.050,     0.060,    24.327,    47.700
2015-10- 5  0: 0: 0,     0.449,     1.628,     2.007,     1.193,   175.709,     0.670,     0.475,     1.150,     0.008,     0.015,    21.953,    46.600
2015-10- 6  0: 0: 0,    16.542,     1.262,     1.556,     1.556,   188.251,     0.718,     0.621,     1.878,     1.085,     1.360,    41.979,    44.800
2015-10- 7  0: 0: 0,     0.254,     0.501,     0.618,     0.380,   188.003,     0.717,     0.604,     1.796,     0.005,     0.008,    66.224,    47.800
2015-10- 8  0: 0: 0,     0.001,     1.499,     1.847,     1.323,   186.679,     0.712,     0.586,     1.655,     0.000,     0.000,    77.247,    49.500
2015-10- 9  0: 0: 0,     0.005,     2.021,     2.492,     1.771,   184.908,     0.705,     0.568,     1.493,     0.000,     0.000,    75.167,    47.800
2015-10-10  0: 0: 0,     0.000,     1.959,     2.415,     1.704,   183.204,     0.699,     0.551,     1.337,     0.000,     0.000,    66.112,    51.900
2015-10-11  0: 0: 0,     0.010,     1.956,     2.412,     1.681,   181.524,     0.693,     0.534,     1.202,     0.000,     0.000,    55.154,    58.400
2015-10-12  0: 0: 0,     0.002,     1.936,     2.386,     1.652,   179.872,     0.686,     0.518,     1.091,     0.000,     0.000,    45.051,    51.200
2015-10-13  0: 0: 0,     0.003,     1.999,     2.465,     1.689,   178.183,     0.680,     0.503,     1.003,     0.000,     0.000,    36.823,    42.400
2015-10-14  0: 0: 0,     0.000,     2.209,     2.724,     1.851,   176.332,     0.673,     0.488,     0.935,     0.000,     0.000,    30.536,    37.400
2015-10-15  0: 0: 0,     0.001,     2.001,     2.467,     1.659,   174.673,     0.666,     0.474,     0.880,     0.000,     0.000,    25.864,    37.100
2015-10-16  0: 0: 0,     0.007,     1.934,     2.385,     1.585,   173.088,     0.660,     0.461,     0.837,     0.000,     0.000,    22.393,    40.500
2015-10-17  0: 0: 0,     0.000,     1.909,     2.354,     1.555,   171.533,     0.654,     0.448,     0.800,     0.000,     0.000,    19.762,    41.500
2015-10-18  0: 0: 0,     0.004,     1.843,     2.272,     1.485,   170.048,     0.649,     0.436,     0.767,     0.000,     0.000,    17.698,    42.200
2015-10-19  0: 0: 0,     0.000,     1.685,     2.078,     1.347,   168.701,     0.644,     0.425,     0.738,     0.000,     0.000,    16.014,    46.200
2015-10-20  0: 0: 0,     0.004,     1.742,     2.148,     1.380,   167.322,     0.638,     0.415,     0.712,     0.000,     0.000,    14.587,    44.700
2015-10-21  0: 0: 0,     0.039,     1.775,     2.189,     1.392,   165.951,     0.633,     0.405,     0.687,     0.001,     0.001,    13.340,    38.700
2015-10-22  0: 0: 0,     0.010,     1.286,     1.586,     1.001,   164.952,     0.629,     0.395,     0.662,     0.000,     0.000,    12.228,    34.700
2015-10-23  0: 0: 0,     0.016,     1.432,     1.766,     1.105,   163.851,     0.625,     0.387,     0.639,     0.000,     0.000,    11.222,    35.400
2015-10-24  0: 0: 0,     0.065,     1.413,     1.742,     1.049,   162.802,     0.621,     0.378,     0.617,     0.000,     0.000,    10.304,    39.000
2015-10-25  0: 0: 0,     2.144,     1.152,     1.420,     1.016,   163.565,     0.624,     0.385,     0.659,     0.102,     0.111,     9.463,    44.300
2015-10-26  0: 0: 0,     5.421,     0.706,     0.871,     0.816,   167.426,     0.639,     0.426,     0.847,     0.331,     0.366,    20.002,    51.400
2015-10-27  0: 0: 0,     0.236,     1.557,     1.919,     1.070,   166.357,     0.635,     0.416,     0.811,     0.000,     0.000,    31.425,    56.200
2015-10-28  0: 0: 0,     1.188,     0.608,     0.750,     0.545,   166.806,     0.636,     0.415,     0.800,     0.059,     0.072,    37.710,    53.100
2015-10-29  0: 0: 0,     0.193,     0.625,     0.771,     0.478,   166.451,     0.635,     0.406,     0.740,     0.005,     0.005,    38.398,    50.000
2015-10-30  0: 0: 0,     0.005,     0.773,     0.953,     0.608,   165.843,     0.633,     0.397,     0.676,     0.000,     0.000,    36.613,    50.900
2015-10-31  0: 0: 0,     0.004,     0.243,     0.299,     0.189,   165.655,     0.632,     0.388,     0.615,     0.000,     0.000,    31.953,    55.500
2015-11- 1  0: 0: 0,     0.028,     1.142,     1.408,     0.887,   164.783,     0.629,     0.379,     0.561,     0.000,     0.000,    26.626,    49.400
2015-11- 2  0: 0: 0,     0.000,     1.286,     1.586,     0.999,   163.784,     0.625,     0.370,     0.517,     0.000,     0.000,    21.881,    40.000
2015-11- 3  0: 0: 0,     0.001,     1.329,     1.638,     1.026,   162.758,     0.621,     0.362,     0.481,     0.000,     0.000,    18.130,    39.100
2015-11- 4  0: 0: 0,     0.000,     1.186,     1.462,     0.907,   161.851,     0.617,     0.354,     0.453,     0.000,     0.000,    15.303,    40.500
2015-11- 5  0: 0: 0,     0.762,     1.020,     1.258,     0.727,   161.623,     0.617,     0.349,     0.445,     0.024,     0.027,    15.599,    43.800
2015-11- 6  0: 0: 0,     0.130,     1.098,     1.353,     0.797,   160.865,     0.614,     0.342,     0.423,     0.001,     0.001,    13.921,    48.100
2015-11- 7  0: 0: 0,     0.000,     0.467,     0.576,     0.352,   160.513,     0.612,     0.335,     0.403,     0.000,     0.000,    12.857,    53.400
2015-11- 8  0: 0: 0,     0.033,     0.693,     0.854,     0.505,   160.020,     0.611,     0.328,     0.385,     0.000,     0.000,    11.705,    59.200
2015-11- 9  0: 0: 0,     0.000,     1.065,     1.313,     0.803,   159.217,     0.607,     0.321,     0.368,     0.000,     0.000,    10.549,    64.600
2015-11-10  0: 0: 0,     0.062,     1.229,     1.516,     0.887,   158.331,     0.604,     0.315,     0.353,     0.000,     0.000,     9.521,    66.600
2015-11-11  0: 0: 0,     0.011,     0.538,     0.663,     0.397,   157.934,     0.603,     0.309,     0.338,     0.000,     0.000,     8.614,    65.500
2015-11-12  0: 0: 0,     0.016,     0.383,     0.473,     0.279,   157.655,     0.601,     0.303,     0.324,     0.000,     0.000,     7.823,    62.700
2015-11-13  0: 0: 0,     0.000,     0.658,     0.811,     0.485,   157.169,     0.600,     0.297,     0.311,     0.000,     0.000,     7.131,    59.100
2015-11-14  0: 0: 0,     0.000,     0.694,     0.855,     0.511,   156.658,     0.598,     0.292,     0.299,     0.000,     0.000,     6.521,    56.300
2015-11-15  0: 0: 0,     0.017,     0.425,     0.524,     0.310,   156.351,     0.597,     0.287,     0.287,     0.000,     0.000,     5.978,    57.400
2015-11-16  0: 0: 0,     0.000,     0.575,     0.709,     0.425,   155.926,     0.595,     0.282,     0.276,     0.000,     0.000,     5.489,    61.000
2015-11-17  0: 0: 0,     0.119,     0.565,     0.697,     0.400,   155.594,     0.594,     0.278,     0.267,     0.004,     0.004,     5.500,    63.400
2015-11-18  0: 0: 0,     0.010,     0.504,     0.621,     0.360,   155.234,     0.592,     0.273,     0.255,     0.000,     0.000,     4.903,    64.100
2015-11-19  0: 0: 0,     0.018,     0.314,     0.388,     0.224,   155.016,     0.591,     0.268,     0.244,     0.000,     0.000,     4.433,    64.200
2015-11-20  0: 0: 0,     0.000,     0.565,     0.697,     0.414,   154.602,     0.590,     0.264,     0.234,     0.000,     0.000,     4.044,    63.800
2015-11-21  0: 0: 0,     0.000,     0.406,     0.500,     0.299,   154.303,     0.589,     0.260,     0.225,     0.000,     0.000,     3.706,    68.400
2015-11-22  0: 0: 0,     0.080,     0.339,     0.418,     0.247,   154.115,     0.588,     0.256,     0.217,     0.002,     0.002,     3.407,    87.800
2015-11-23  0: 0: 0,     0.017,     0.575,     0.710,     0.403,   153.712,     0.586,     0.252,     0.208,     0.000,     0.000,     3.156,   105.000
2015-11-24  0: 0: 0,     0.055,     0.299,     0.368,     0.192,   153.525,     0.586,     0.248,     0.200,     0.000,     0.000,     3.032,   108.000
2015-11-25  0: 0: 0,     0.111,     0.601,     0.741,     0.422,   153.171,     0.584,     0.245,     0.194,     0.004,     0.004,     2.868,   110.000
2015-11-26  0: 0: 0,     0.101,     0.501,     0.617,     0.363,   152.884,     0.583,     0.242,     0.187,     0.004,     0.003,     2.689,   132.000
2015-11-27  0: 0: 0,     0.049,     0.620,     0.765,     0.445,   152.470,     0.582,     0.239,     0.179,     0.001,     0.001,     2.493,   169.000
2015-11-28  0: 0: 0,     0.157,     0.803,     0.989,     0.568,   151.994,     0.580,     0.236,     0.172,     0.003,     0.002,     2.301,   177.000
2015-11-29  0: 0: 0,     0.005,     0.870,     1.072,     0.620,   151.375,     0.578,     0.232,     0.164,     0.000,     0.000,     2.130,   166.000
2015-11-30  0: 0: 0,     0.000,     0.508,     0.626,     0.362,   151.013,     0.576,     0.229,     0.156,     0.000,     0.000,     1.999,   150.000
2015-12- 1  0: 0: 0,     0.026,     0.375,     0.463,     0.263,   150.761,     0.575,     0.225,     0.149,     0.000,     0.000,     2.027,   141.000
2015-12- 2  0: 0: 0,     0.017,     0.707,     0.872,     0.497,   150.272,     0.573,     0.222,     0.142,     0.000,     0.000,     1.876,   139.000
2015-12- 3  0: 0: 0,     0.000,     0.746,     0.920,     0.528,   149.744,     0.571,     0.219,     0.136,     0.000,     0.000,     1.735,   136.000
2015-12- 4  0: 0: 0,     0.257,     0.692,     0.853,     0.444,   149.427,     0.570,     0.216,     0.132,     0.005,     0.004,     1.655,   131.000
2015-12- 5  0: 0: 0,     0.287,     0.171,     0.211,     0.135,   149.525,     0.570,     0.215,     0.133,     0.014,     0.011,     1.722,   124.000
2015-12- 6  0: 0: 0,     0.009,     0.729,     0.899,     0.510,   149.018,     0.569,     0.212,     0.127,     0.000,     0.000,     1.944,   102.000
